click_id,date,order,country,session ID,page 1 (main category),page 2 (clothing model),colour,location,model photography,page,price,Clicked
30435,2024-04-18,58,29,4407,4.0,P39,14,1,1,3,54.0,0
30436,2024-04-18,59,29,4407,4.0,P45,9,3,1,3,39.0,0
30437,2024-04-18,60,29,4407,4.0,,9,5,1,4,31.0,1
30438,2024-04-18,61,29,4407,4.0,P56,2,1,1,4,44.0,0
30439,2024-04-18,62,29,4407,4.0,P72,14,6,1,4,44.0,0
30440,2024-04-18,63,29,4407,4.0,P71,2,6,2,4,32.0,0
30441,2024-04-18,64,29,4407,4.0,P26,4,3,1,2,31.0,1
30442,2024-04-18,65,29,4407,4.0,P6,2,2,1,1,40.0,1
30443,2024-04-18,66,29,4407,1.0,A22,4,2,1,2,50.0,1
30444,2024-04-18,67,29,4407,1.0,A31,6,5,2,2,59.0,0
30445,2024-04-18,68,29,4407,1.0,A25,1,3,1,2,45.0,1
30446,2024-04-18,69,29,4407,1.0,A41,4,2,1,3,50.0,1
30447,2024-04-18,70,29,4407,3.0,C2,12,1,1,1,42.0,0
30448,2024-04-18,71,29,4407,3.0,C5,11,2,1,1,46.0,0
30449,2024-04-18,72,29,4407,3.0,,9,6,1,1,45.0,0
30450,2024-04-18,73,29,4407,3.0,C31,12,5,1,2,42.0,1
30451,2024-04-18,74,29,4407,3.0,C37,2,1,1,3,43.0,0
30452,2024-04-18,75,29,4407,3.0,C38,13,1,1,3,49.0,0
30453,2024-04-18,76,29,4407,3.0,C46,2,4,1,3,54.0,0
30454,2024-04-18,77,29,4407,1.0,A1,8,1,1,1,30.0,0
30455,2024-04-18,1,9,4408,3.0,,9,6,1,1,49.0,0
30456,2024-04-18,2,9,4408,3.0,,9,5,1,1,45.0,0
30457,2024-04-18,1,9,4409,1.0,A31,6,5,2,2,48.0,0
30458,2024-04-18,2,9,4409,3.0,C5,11,2,1,1,41.0,1
30459,2024-04-18,3,9,4409,3.0,C5,11,2,1,1,43.0,0
30460,2024-04-18,1,29,4410,1.0,A15,14,5,2,1,47.0,0
30461,2024-04-18,2,29,4410,1.0,A10,3,4,1,1,39.0,1
30462,2024-04-18,3,29,4410,1.0,A10,3,4,1,1,53.0,1
30463,2024-04-18,1,29,4411,2.0,B4,10,2,1,1,53.0,0
30464,2024-04-18,2,29,4411,2.0,B6,2,2,1,1,50.0,0
30465,2024-04-18,3,29,4411,1.0,A35,14,6,2,2,36.0,0
30466,2024-04-18,4,29,4411,1.0,A23,6,2,2,2,32.0,1
30467,2024-04-18,1,9,4412,2.0,B2,3,1,2,1,58.0,0
30468,2024-04-18,2,9,4412,2.0,B4,10,2,1,1,46.0,0
30469,2024-04-18,3,9,4412,1.0,A13,1,5,1,1,30.0,1
30470,2024-04-18,4,9,4412,1.0,A15,14,5,2,1,33.0,1
30471,2024-04-18,5,9,4412,1.0,A4,3,2,2,1,40.0,1
30472,2024-04-18,6,9,4412,3.0,C5,11,2,1,1,42.0,1
30473,2024-04-18,7,9,4412,2.0,B24,11,2,1,2,44.0,0
30474,2024-04-18,1,29,4413,1.0,A16,1,6,1,1,34.0,0
30475,2024-04-18,2,29,4413,1.0,A9,3,3,1,1,63.0,1
30476,2024-04-18,3,29,4413,1.0,A21,1,1,1,2,45.0,0
30477,2024-04-18,4,29,4413,1.0,A33,1,5,1,2,39.0,1
30478,2024-04-18,5,29,4413,1.0,A16,1,6,1,1,33.0,0
30479,2024-04-18,6,29,4413,3.0,C3,6,1,2,1,33.0,0
30480,2024-04-18,1,29,4414,1.0,A31,6,5,2,2,52.0,0
30481,2024-04-18,2,29,4414,1.0,A33,1,5,1,2,36.0,0
30482,2024-04-18,3,29,4414,1.0,A15,14,5,2,1,43.0,0
30483,2024-04-18,4,29,4414,1.0,A2,3,1,1,1,37.0,0
30484,2024-04-18,5,29,4414,1.0,A3,3,1,1,1,58.0,0
30485,2024-04-18,6,29,4414,1.0,A6,3,2,1,1,52.0,1
30486,2024-04-18,7,29,4414,1.0,A9,3,3,1,1,69.0,0
30487,2024-04-18,8,29,4414,1.0,A10,3,4,1,1,25.0,1
30488,2024-04-18,9,29,4414,2.0,B4,10,2,1,1,43.0,0
30489,2024-04-18,10,29,4414,3.0,,9,4,2,1,34.0,0
30490,2024-04-18,11,29,4414,3.0,C40,14,2,2,3,38.0,0
30491,2024-04-18,1,29,4415,4.0,P20,7,1,1,2,22.0,0
30492,2024-04-18,2,29,4415,4.0,P20,7,1,1,2,46.0,1
30493,2024-04-18,3,29,4415,1.0,A28,1,4,2,2,40.0,1
30494,2024-04-18,4,29,4415,1.0,A25,1,3,1,2,47.0,0
30495,2024-04-18,5,29,4415,1.0,A27,3,3,1,2,51.0,0
30496,2024-04-18,6,29,4415,1.0,A41,4,2,1,3,37.0,1
30497,2024-04-18,7,29,4415,1.0,A31,6,5,2,2,43.0,0
30498,2024-04-18,8,29,4415,4.0,P4,4,2,1,1,37.0,1
30499,2024-04-18,9,29,4415,4.0,P7,4,3,2,1,50.0,1
30500,2024-04-18,10,29,4415,4.0,P13,4,5,1,1,31.0,1
30501,2024-04-18,11,29,4415,4.0,P6,2,2,1,1,39.0,1
30502,2024-04-18,12,29,4415,1.0,A11,3,4,1,1,47.0,1
30503,2024-04-18,13,29,4415,1.0,A10,3,4,1,1,48.0,0
30504,2024-04-18,1,29,4416,1.0,A1,8,1,1,1,36.0,0
30505,2024-04-18,2,29,4416,1.0,A2,3,1,1,1,54.0,0
30506,2024-04-18,3,29,4416,1.0,A16,1,6,1,1,47.0,1
30507,2024-04-18,4,29,4416,1.0,A4,3,2,2,1,56.0,0
30508,2024-04-18,5,29,4416,1.0,A31,6,5,2,2,63.0,0
30509,2024-04-18,6,29,4416,2.0,B2,3,1,2,1,43.0,0
30510,2024-04-18,7,29,4416,2.0,B16,12,6,1,1,58.0,0
30511,2024-04-18,8,29,4416,2.0,,9,5,1,1,37.0,0
30512,2024-04-18,9,29,4416,2.0,B4,10,2,1,1,48.0,0
30513,2024-04-18,10,29,4416,3.0,C16,13,6,1,1,40.0,0
30514,2024-04-18,11,29,4416,3.0,C26,14,3,1,2,42.0,1
30515,2024-04-18,12,29,4416,3.0,C33,14,5,1,2,48.0,0
30516,2024-04-18,13,29,4416,3.0,C36,14,6,1,2,54.0,1
30517,2024-04-18,14,29,4416,3.0,C40,14,2,2,3,30.0,0
30518,2024-04-18,15,29,4416,3.0,C57,5,1,2,4,39.0,0
30519,2024-04-18,16,29,4416,4.0,P1,3,1,1,1,35.0,1
30520,2024-04-18,17,29,4416,4.0,P2,3,1,1,1,34.0,1
30521,2024-04-18,18,29,4416,4.0,P3,2,1,1,1,39.0,0
30522,2024-04-18,19,29,4416,4.0,P4,4,2,1,1,40.0,1
30523,2024-04-18,20,29,4416,4.0,P6,2,2,1,1,32.0,1
30524,2024-04-18,21,29,4416,4.0,P7,4,3,2,1,41.0,0
30525,2024-04-18,22,29,4416,4.0,P11,4,4,2,1,44.0,1
30526,2024-04-18,23,29,4416,4.0,P15,4,5,2,1,38.0,0
30527,2024-04-18,24,29,4416,4.0,P36,2,6,1,2,43.0,0
30528,2024-04-18,25,29,4416,4.0,P50,6,5,2,3,41.0,0
30529,2024-04-18,26,29,4416,4.0,P65,9,4,2,4,44.0,0
30530,2024-04-18,27,29,4416,4.0,P1,3,1,1,1,35.0,1
30531,2024-04-18,28,29,4416,4.0,P39,14,1,1,3,43.0,0
30532,2024-04-18,29,29,4416,4.0,P33,9,5,1,2,44.0,0
30533,2024-04-18,30,29,4416,4.0,P12,4,4,1,1,38.0,0
30534,2024-04-18,31,29,4416,4.0,P8,2,3,1,1,29.0,0
30535,2024-04-18,32,29,4416,4.0,P14,2,5,2,1,44.0,0
30536,2024-04-18,1,29,4417,1.0,A34,2,6,1,2,37.0,0
30537,2024-04-18,2,29,4417,1.0,A37,2,1,1,3,53.0,0
30538,2024-04-18,3,29,4417,4.0,P18,2,6,1,1,26.0,1
30539,2024-04-18,1,29,4418,1.0,A23,6,2,2,2,41.0,0
30540,2024-04-18,2,29,4418,1.0,A35,14,6,2,2,34.0,0
30541,2024-04-18,3,29,4418,1.0,A36,1,6,1,2,42.0,0
30542,2024-04-18,1,9,4419,2.0,B4,10,2,1,1,57.0,0
30543,2024-04-18,2,9,4419,2.0,B1,4,1,1,1,54.0,0
30544,2024-04-18,3,9,4419,2.0,B26,13,3,1,2,38.0,0
30545,2024-04-18,4,9,4419,2.0,B23,7,2,1,2,38.0,0
30546,2024-04-18,5,9,4419,2.0,B33,6,5,2,2,41.0,0
30547,2024-04-18,6,9,4419,2.0,B34,2,6,1,2,38.0,0
30548,2024-04-18,1,29,4420,1.0,A1,8,1,1,1,40.0,0
30549,2024-04-18,2,29,4420,1.0,A2,3,1,1,1,40.0,0
30550,2024-04-18,3,29,4420,1.0,A3,3,1,1,1,54.0,0
30551,2024-04-18,4,29,4420,1.0,A5,3,2,1,1,36.0,1
30552,2024-04-18,5,29,4420,1.0,A6,3,2,1,1,44.0,1
30553,2024-04-18,6,29,4420,1.0,A6,3,2,1,1,45.0,0
30554,2024-04-18,7,29,4420,1.0,A7,3,3,1,1,42.0,0
30555,2024-04-18,8,29,4420,1.0,A8,3,3,1,1,62.0,0
30556,2024-04-18,9,29,4420,1.0,A9,3,3,1,1,60.0,1
30557,2024-04-18,10,29,4420,1.0,A3,3,1,1,1,68.0,0
30558,2024-04-18,11,29,4420,1.0,A12,2,4,1,1,50.0,0
30559,2024-04-18,12,29,4420,1.0,A3,3,1,1,1,53.0,0
30560,2024-04-18,13,29,4420,1.0,A2,3,1,1,1,37.0,0
30561,2024-04-18,14,29,4420,1.0,A5,3,2,1,1,55.0,1
30562,2024-04-18,15,29,4420,1.0,A12,2,4,1,1,40.0,0
30563,2024-04-18,16,29,4420,4.0,P1,3,1,1,1,45.0,0
30564,2024-04-18,17,29,4420,4.0,P3,2,1,1,1,43.0,0
30565,2024-04-18,18,29,4420,1.0,A3,3,1,1,1,58.0,1
30566,2024-04-18,19,29,4420,1.0,A3,3,1,1,1,60.0,1
30567,2024-04-18,1,34,4421,1.0,A11,3,4,1,1,56.0,0
30568,2024-04-18,2,34,4421,1.0,A22,4,2,1,2,54.0,0
30569,2024-04-18,3,34,4421,1.0,A22,4,2,1,2,61.0,0
30570,2024-04-18,1,29,4422,4.0,P1,3,1,1,1,49.0,0
30571,2024-04-18,2,29,4422,4.0,P46,14,4,1,3,36.0,0
30572,2024-04-18,3,29,4422,4.0,P51,9,5,1,3,35.0,0
30573,2024-04-18,4,29,4422,4.0,P56,2,1,1,4,52.0,1
30574,2024-04-18,1,3,4423,1.0,A3,3,1,1,1,57.0,0
30575,2024-04-18,2,3,4423,1.0,A5,3,2,1,1,45.0,1
30576,2024-04-18,3,3,4423,3.0,C10,9,4,2,1,45.0,0
30577,2024-04-18,4,3,4423,3.0,C5,11,2,1,1,50.0,1
30578,2024-04-18,5,3,4423,3.0,C11,7,4,1,1,36.0,0
30579,2024-04-18,6,3,4423,3.0,C17,14,6,1,1,8.0,0
30580,2024-04-18,7,3,4423,3.0,C46,2,4,1,3,47.0,0
30581,2024-04-18,8,3,4423,3.0,C38,13,1,1,3,47.0,0
30582,2024-04-18,9,3,4423,3.0,C53,14,6,1,3,39.0,0
30583,2024-04-18,10,3,4423,3.0,C40,14,2,2,3,37.0,0
30584,2024-04-18,11,3,4423,3.0,C4,4,2,1,1,47.0,0
30585,2024-04-18,12,3,4423,3.0,C18,9,6,1,1,47.0,1
30586,2024-04-18,13,3,4423,3.0,C34,7,6,1,2,38.0,1
30587,2024-04-18,14,3,4423,3.0,C42,7,2,1,3,27.0,1
30588,2024-04-18,15,3,4423,4.0,P1,3,1,1,1,40.0,1
30589,2024-04-18,16,3,4423,4.0,P3,2,1,1,1,35.0,1
30590,2024-04-18,17,3,4423,4.0,P30,4,4,1,2,38.0,0
30591,2024-04-18,18,3,4423,4.0,,9,1,1,3,42.0,0
30592,2024-04-18,19,3,4423,4.0,P39,14,1,1,3,49.0,0
30593,2024-04-18,20,3,4423,4.0,P42,6,2,2,3,29.0,0
30594,2024-04-18,21,3,4423,4.0,P48,9,4,2,3,40.0,1
30595,2024-04-18,22,3,4423,4.0,P67,9,5,1,4,41.0,0
30596,2024-04-18,23,3,4423,4.0,P70,6,6,2,4,43.0,0
30597,2024-04-18,1,9,4424,1.0,A12,2,4,1,1,39.0,1
30598,2024-04-18,2,9,4424,1.0,A14,3,5,1,1,48.0,0
30599,2024-04-18,1,29,4425,1.0,A17,2,6,1,1,57.0,0
30600,2024-04-18,1,29,4426,2.0,B4,10,2,1,1,42.0,1
30601,2024-04-18,2,29,4426,1.0,A37,2,1,1,3,59.0,0
30602,2024-04-18,1,21,4427,1.0,A2,3,1,1,1,51.0,1
30603,2024-04-18,2,21,4427,1.0,A12,2,4,1,1,31.0,1
30604,2024-04-18,3,21,4427,1.0,A3,3,1,1,1,58.0,1
30605,2024-04-18,4,21,4427,1.0,A9,3,3,1,1,58.0,1
30606,2024-04-18,5,21,4427,1.0,A25,1,3,1,2,36.0,0
30607,2024-04-18,6,21,4427,1.0,A35,14,6,2,2,43.0,0
30608,2024-04-18,7,21,4427,1.0,A43,2,3,1,3,57.0,1
30609,2024-04-18,8,21,4427,1.0,A42,6,2,1,3,44.0,0
30610,2024-04-18,9,21,4427,2.0,B4,10,2,1,1,46.0,0
30611,2024-04-18,10,21,4427,2.0,B29,2,4,1,2,48.0,1
30612,2024-04-18,11,21,4427,2.0,B32,6,5,1,2,44.0,0
30613,2024-04-18,12,21,4427,3.0,C1,4,1,2,1,40.0,0
30614,2024-04-18,1,9,4428,2.0,B12,2,4,1,1,39.0,0
30615,2024-04-18,2,9,4428,2.0,B15,9,5,1,1,36.0,0
30616,2024-04-18,3,9,4428,2.0,B1,4,1,1,1,50.0,0
30617,2024-04-18,4,9,4428,1.0,A15,14,5,2,1,41.0,1
30618,2024-04-18,1,7,4429,3.0,C8,2,3,2,1,41.0,1
30619,2024-04-18,2,7,4429,1.0,A8,3,3,1,1,51.0,1
30620,2024-04-18,1,29,4430,2.0,B4,10,2,1,1,49.0,0
30621,2024-04-18,2,29,4430,2.0,B6,2,2,1,1,39.0,0
30622,2024-04-18,1,29,4431,2.0,B4,10,2,1,1,44.0,1
30623,2024-04-18,2,29,4431,1.0,A10,3,4,1,1,39.0,0
30624,2024-04-18,3,29,4431,1.0,A2,3,1,1,1,52.0,1
30625,2024-04-18,4,29,4431,1.0,A5,3,2,1,1,40.0,1
30626,2024-04-18,5,29,4431,4.0,P15,4,5,2,1,27.0,1
30627,2024-04-18,6,29,4431,4.0,P39,14,1,1,3,1411.0,1
30628,2024-04-18,7,29,4431,4.0,P50,6,5,2,3,45.0,0
30629,2024-04-18,8,29,4431,2.0,B4,10,2,1,1,42.0,1
30630,2024-04-18,1,9,4432,1.0,A10,3,4,1,1,43.0,0
30631,2024-04-18,2,9,4432,1.0,A3,3,1,1,1,71.0,0
30632,2024-04-18,1,29,4433,3.0,C1,4,1,2,1,41.0,1
30633,2024-04-18,2,29,4433,4.0,P16,7,6,1,1,36.0,0
30634,2024-04-18,3,29,4433,4.0,P1,3,1,1,1,32.0,1
30635,2024-04-18,4,29,4433,4.0,P48,9,4,2,3,28.0,1
30636,2024-04-18,1,24,4434,2.0,B21,12,1,1,2,62.0,0
30637,2024-04-18,2,24,4434,2.0,B30,9,4,1,2,48.0,0
30638,2024-04-18,3,24,4434,3.0,,9,4,2,1,35.0,0
30639,2024-04-18,1,29,4435,1.0,A7,3,3,1,1,43.0,0
30640,2024-04-18,2,29,4435,3.0,C51,6,5,1,3,21.0,0
30641,2024-04-18,3,29,4435,3.0,C49,4,5,2,3,48.0,0
30642,2024-04-18,4,29,4435,3.0,C1,4,1,2,1,24.0,1
30643,2024-04-18,1,29,4436,2.0,B5,14,2,2,1,26.0,0
30644,2024-04-18,2,29,4436,2.0,B32,6,5,1,2,44.0,0
30645,2024-04-18,1,29,4437,4.0,P16,7,6,1,1,40.0,1
30646,2024-04-18,2,29,4437,4.0,P39,14,1,1,3,38.0,0
30647,2024-04-18,1,24,4438,4.0,P11,4,4,2,1,40.0,1
30648,2024-04-18,2,24,4438,4.0,P11,4,4,2,1,41.0,0
30649,2024-04-18,3,24,4438,4.0,,9,5,1,2,44.0,0
30650,2024-04-18,4,24,4438,4.0,,9,6,2,2,58.0,0
30651,2024-04-18,5,24,4438,4.0,,9,6,2,2,46.0,1
30652,2024-04-18,6,24,4438,4.0,P45,9,3,1,3,35.0,1
30653,2024-04-18,7,24,4438,4.0,,9,3,1,3,41.0,0
30654,2024-04-18,8,24,4438,4.0,,9,1,1,3,40.0,0
30655,2024-04-18,9,24,4438,4.0,,9,1,1,3,46.0,1
30656,2024-04-18,10,24,4438,4.0,P70,6,6,2,4,52.0,1
30657,2024-04-18,11,24,4438,4.0,P59,2,2,2,4,35.0,1
30658,2024-04-18,12,24,4438,4.0,P59,2,2,2,4,44.0,0
30659,2024-04-18,13,24,4438,1.0,A19,12,1,2,2,37.0,0
30660,2024-04-18,14,24,4438,1.0,A21,1,1,1,2,61.0,1
30661,2024-04-18,15,24,4438,1.0,A13,1,5,1,1,39.0,0
30662,2024-04-18,16,24,4438,1.0,A13,1,5,1,1,34.0,0
30663,2024-04-18,17,24,4438,1.0,A16,1,6,1,1,41.0,0
30664,2024-04-18,18,24,4438,1.0,A16,1,6,1,1,30.0,1
30665,2024-04-18,19,24,4438,2.0,B16,12,6,1,1,61.0,0
30666,2024-04-18,20,24,4438,2.0,B16,12,6,1,1,45.0,0
30667,2024-04-18,21,24,4438,2.0,B16,12,6,1,1,40.0,0
30668,2024-04-18,22,24,4438,2.0,B7,6,3,1,1,34.0,0
30669,2024-04-18,23,24,4438,2.0,B7,6,3,1,1,43.0,0
30670,2024-04-18,24,24,4438,2.0,B8,4,3,2,1,48.0,0
30671,2024-04-18,25,24,4438,2.0,B8,4,3,2,1,46.0,0
30672,2024-04-18,26,24,4438,2.0,B17,6,6,2,1,41.0,0
30673,2024-04-18,27,24,4438,2.0,B5,14,2,2,1,55.0,0
30674,2024-04-18,28,24,4438,2.0,B5,14,2,2,1,54.0,0
30675,2024-04-18,29,24,4438,2.0,B4,10,2,1,1,52.0,0
30676,2024-04-18,30,24,4438,2.0,B4,10,2,1,1,42.0,1
30677,2024-04-18,31,24,4438,3.0,C11,7,4,1,1,24.0,0
30678,2024-04-18,32,24,4438,3.0,C11,7,4,1,1,40.0,0
30679,2024-04-18,33,24,4438,4.0,P19,2,1,1,2,47.0,0
30680,2024-04-18,34,24,4438,4.0,P19,2,1,1,2,50.0,0
30681,2024-04-18,35,24,4438,4.0,P20,7,1,1,2,39.0,1
30682,2024-04-18,36,24,4438,4.0,P20,7,1,1,2,37.0,0
30683,2024-04-18,37,24,4438,4.0,P46,14,4,1,3,39.0,0
30684,2024-04-18,38,24,4438,4.0,P46,14,4,1,3,40.0,0
30685,2024-04-18,39,24,4438,4.0,P47,14,4,1,3,41.0,1
30686,2024-04-18,40,24,4438,4.0,P44,11,3,2,3,40.0,0
30687,2024-04-18,41,24,4438,4.0,P44,11,3,2,3,37.0,0
30688,2024-04-18,42,24,4438,4.0,P42,6,2,2,3,32.0,1
30689,2024-04-18,43,24,4438,4.0,P42,6,2,2,3,32.0,1
30690,2024-04-18,1,29,4439,3.0,C50,9,5,2,3,43.0,0
30691,2024-04-18,2,29,4439,3.0,C49,4,5,2,3,39.0,0
30692,2024-04-18,3,29,4439,3.0,C51,6,5,1,3,38.0,0
30693,2024-04-18,4,29,4439,3.0,C29,6,4,2,2,45.0,0
30694,2024-04-18,1,29,4440,2.0,B3,12,1,1,1,34.0,0
30695,2024-04-18,2,29,4440,2.0,B3,12,1,1,1,53.0,0
30696,2024-04-18,3,29,4440,4.0,P1,3,1,1,1,39.0,1
30697,2024-04-18,4,29,4440,4.0,P2,3,1,1,1,40.0,1
30698,2024-04-18,5,29,4440,4.0,P3,2,1,1,1,45.0,1
30699,2024-04-18,6,29,4440,4.0,P6,2,2,1,1,44.0,1
30700,2024-04-18,7,29,4440,4.0,P7,4,3,2,1,42.0,1
30701,2024-04-18,8,29,4440,4.0,P8,2,3,1,1,33.0,1
30702,2024-04-18,9,29,4440,4.0,P9,4,3,2,1,32.0,1
30703,2024-04-18,10,29,4440,4.0,P11,4,4,2,1,32.0,0
30704,2024-04-18,11,29,4440,4.0,P12,4,4,1,1,44.0,0
30705,2024-04-18,12,29,4440,4.0,P13,4,5,1,1,29.0,0
30706,2024-04-18,13,29,4440,4.0,P14,2,5,2,1,35.0,0
30707,2024-04-18,14,29,4440,4.0,P15,4,5,2,1,39.0,0
30708,2024-04-18,15,29,4440,4.0,P17,2,6,2,1,23.0,0
30709,2024-04-18,16,29,4440,4.0,P18,2,6,1,1,27.0,1
30710,2024-04-18,17,29,4440,4.0,P23,6,2,2,2,43.0,0
30711,2024-04-18,18,29,4440,4.0,P26,4,3,1,2,43.0,0
30712,2024-04-18,19,29,4440,4.0,P27,6,3,2,2,35.0,1
30713,2024-04-18,20,29,4440,4.0,P29,5,4,2,2,29.0,1
30714,2024-04-18,21,29,4440,4.0,P30,4,4,1,2,40.0,0
30715,2024-04-18,22,29,4440,4.0,P30,4,4,1,2,46.0,0
30716,2024-04-18,23,29,4440,4.0,P37,2,1,1,3,37.0,0
30717,2024-04-18,24,29,4440,4.0,P43,7,3,2,3,33.0,0
30718,2024-04-18,25,29,4440,4.0,P50,6,5,2,3,25.0,1
30719,2024-04-18,26,29,4440,3.0,C3,6,1,2,1,42.0,0
30720,2024-04-18,27,29,4440,3.0,C7,13,3,1,1,51.0,0
30721,2024-04-18,28,29,4440,3.0,C6,6,2,1,1,52.0,0
30722,2024-04-18,29,29,4440,3.0,C8,2,3,2,1,49.0,1
30723,2024-04-18,30,29,4440,3.0,C29,6,4,2,2,46.0,0
30724,2024-04-18,31,29,4440,3.0,C35,9,6,1,2,48.0,0
30725,2024-04-18,32,29,4440,3.0,C36,14,6,1,2,46.0,1
30726,2024-04-18,33,29,4440,3.0,C45,11,3,1,3,43.0,0
30727,2024-04-18,34,29,4440,3.0,C47,13,4,2,3,24.0,0
30728,2024-04-18,35,29,4440,3.0,C53,14,6,1,3,35.0,0
30729,2024-04-18,36,29,4440,3.0,C51,6,5,1,3,32.0,0
30730,2024-04-18,37,29,4440,3.0,C57,5,1,2,4,31.0,0
30731,2024-04-18,38,29,4440,3.0,C55,13,1,1,4,54.0,0
30732,2024-04-18,39,29,4440,3.0,C57,5,1,2,4,48.0,0
30733,2024-04-18,40,29,4440,3.0,C56,6,1,2,4,46.0,0
30734,2024-04-18,41,29,4440,1.0,A15,14,5,2,1,39.0,0
30735,2024-04-18,42,29,4440,1.0,A31,6,5,2,2,59.0,0
30736,2024-04-18,1,29,4441,4.0,P11,4,4,2,1,44.0,1
30737,2024-04-18,2,29,4441,4.0,P14,2,5,2,1,41.0,0
30738,2024-04-18,3,29,4441,4.0,P17,2,6,2,1,45.0,1
30739,2024-04-18,4,29,4441,1.0,A12,2,4,1,1,46.0,1
30740,2024-04-18,1,29,4442,3.0,C14,9,5,1,1,37.0,0
30741,2024-04-18,2,29,4442,3.0,C16,13,6,1,1,33.0,1
30742,2024-04-18,3,29,4442,3.0,C28,2,4,2,2,51.0,0
30743,2024-04-18,4,29,4442,4.0,P14,2,5,2,1,44.0,1
30744,2024-04-18,5,29,4442,4.0,P20,7,1,1,2,34.0,1
30745,2024-04-18,6,29,4442,4.0,P30,4,4,1,2,29.0,1
30746,2024-04-18,7,29,4442,4.0,P19,2,1,1,2,48.0,0
30747,2024-04-18,8,29,4442,4.0,P39,14,1,1,3,42.0,0
30748,2024-04-18,9,29,4442,4.0,P44,11,3,2,3,34.0,0
30749,2024-04-18,10,29,4442,4.0,P47,14,4,1,3,26.0,0
30750,2024-04-18,11,29,4442,4.0,,9,2,2,3,44.0,0
30751,2024-04-18,12,29,4442,4.0,P47,14,4,1,3,35.0,0
30752,2024-04-18,13,29,4442,4.0,P42,6,2,2,3,35.0,0
30753,2024-04-18,14,29,4442,4.0,P37,2,1,1,3,37.0,0
30754,2024-04-18,15,29,4442,4.0,P51,9,5,1,3,40.0,0
30755,2024-04-18,16,29,4442,4.0,P48,9,4,2,3,34.0,0
30756,2024-04-18,17,29,4442,4.0,P70,6,6,2,4,41.0,0
30757,2024-04-18,18,29,4442,4.0,P69,9,5,1,4,40.0,0
30758,2024-04-18,19,29,4442,4.0,P67,9,5,1,4,44.0,0
30759,2024-04-18,20,29,4442,4.0,P55,14,1,2,4,41.0,0
30760,2024-04-18,21,29,4442,4.0,P60,14,2,1,4,43.0,1
30761,2024-04-18,22,29,4442,4.0,P60,14,2,1,4,37.0,0
30762,2024-04-18,23,29,4442,4.0,P55,14,1,2,4,36.0,0
30763,2024-04-18,24,29,4442,4.0,P49,14,5,1,3,46.0,0
30764,2024-04-18,1,29,4443,4.0,P1,3,1,1,1,33.0,1
30765,2024-04-18,2,29,4443,4.0,P14,2,5,2,1,42.0,1
30766,2024-04-18,1,9,4444,1.0,A11,3,4,1,1,61.0,0
30767,2024-04-18,1,24,4445,3.0,C2,12,1,1,1,54.0,1
30768,2024-04-18,2,24,4445,1.0,A6,3,2,1,1,43.0,0
30769,2024-04-18,3,24,4445,2.0,B12,2,4,1,1,45.0,0
30770,2024-04-18,4,24,4445,2.0,B4,10,2,1,1,41.0,1
30771,2024-04-18,5,24,4445,2.0,B2,3,1,2,1,57.0,0
30772,2024-04-18,6,24,4445,2.0,B9,1,3,1,1,37.0,1
30773,2024-04-18,7,24,4445,2.0,B1,4,1,1,1,52.0,0
30774,2024-04-18,8,24,4445,2.0,B11,2,4,1,1,47.0,0
30775,2024-04-18,9,24,4445,2.0,B10,2,4,1,1,44.0,1
30776,2024-04-18,10,24,4445,2.0,B16,12,6,1,1,45.0,0
30777,2024-04-18,11,24,4445,2.0,,9,5,1,1,43.0,0
30778,2024-04-18,12,24,4445,2.0,B17,6,6,2,1,43.0,0
30779,2024-04-18,13,24,4445,2.0,B13,12,5,2,1,53.0,0
30780,2024-04-18,14,24,4445,2.0,B14,2,5,1,1,42.0,1
30781,2024-04-18,15,24,4445,2.0,B8,4,3,2,1,42.0,0
30782,2024-04-18,16,24,4445,2.0,B23,7,2,1,2,43.0,0
30783,2024-04-18,17,24,4445,2.0,B24,11,2,1,2,4.0,1
30784,2024-04-18,18,24,4445,2.0,B19,13,1,1,2,43.0,0
30785,2024-04-18,19,24,4445,2.0,B29,2,4,1,2,56.0,0
30786,2024-04-18,20,24,4445,2.0,B25,6,3,1,2,35.0,0
30787,2024-04-18,21,24,4445,2.0,B33,6,5,2,2,39.0,0
30788,2024-04-18,22,24,4445,2.0,B31,9,5,1,2,40.0,0
30789,2024-04-18,23,24,4445,2.0,B34,2,6,1,2,48.0,0
30790,2024-04-18,24,24,4445,3.0,C4,4,2,1,1,40.0,0
30791,2024-04-18,25,24,4445,3.0,C17,14,6,1,1,44.0,1
30792,2024-04-18,26,24,4445,3.0,C11,7,4,1,1,35.0,0
30793,2024-04-18,27,24,4445,3.0,C59,5,2,2,4,53.0,0
30794,2024-04-18,28,24,4445,3.0,C57,5,1,2,4,45.0,0
30795,2024-04-18,29,24,4445,3.0,C56,6,1,2,4,52.0,0
30796,2024-04-18,30,24,4445,3.0,C55,13,1,1,4,51.0,0
30797,2024-04-18,31,24,4445,4.0,P7,4,3,2,1,43.0,1
30798,2024-04-18,32,24,4445,4.0,P15,4,5,2,1,40.0,1
30799,2024-04-18,1,29,4446,1.0,A16,1,6,1,1,33.0,1
30800,2024-04-18,2,29,4446,1.0,A13,1,5,1,1,40.0,0
30801,2024-04-18,3,29,4446,1.0,A33,1,5,1,2,31.0,0
